,name,date,county,size,%_contained,high_temp,low_temp,high_humidity,low_humidity,wind_speed,wind_gust,fuel_temp,fuel_moisture,max_radiation,peak_wind_direction
254,Modoc July Complex,7/24/2017,Modoc,83120,100,62.416666666666664,40.833333333333336,37.083333333333336,11.083333333333334,2.2622999999999993,5.270599999999999,21.85560000000001,10.85,263.36,198.41
255,Parker 2 Fire,8/3/2017,Modoc,7697,100,63.916666666666664,42.416666666666664,37.083333333333336,10.916666666666666,2.9237000000000006,5.7894999999999985,24.910500000000003,4.895999999999999,216.07,246.24
256,Battle Fire,6/28/2017,Modoc,562,100,53.416666666666664,34.166666666666664,46.083333333333336,10.75,2.7447999999999997,5.6461000000000015,22.9114,4.5889999999999995,358.57,272.9
257,Dode Fire,7/13/2017,Modoc,410,100,58.0,37.416666666666664,35.583333333333336,12.5,2.8434,5.784699999999998,24.988700000000005,4.017000000000001,351.15,239.55
258,West Fire,4/3/2017,Modoc,380,100,36.166666666666664,17.333333333333332,56.583333333333336,12.333333333333334,3.969600000000002,6.5538000000000025,7.905400000000004,10.038,181.66,207.94
259,Jones Fire,6/3/2017,Modoc,42,100,52.25,33.833333333333336,45.166666666666664,12.166666666666666,2.6065000000000005,5.646100000000001,19.2996,5.7310000000000025,331.2,226.01
260,4-4 Fire,8/30/2017,Modoc,28,100,61.0,39.166666666666664,38.25,8.416666666666666,2.276200000000001,4.854699999999999,24.055500000000016,4.242,266.53,152.57
261,4-10 Fire,8/30/2017,Modoc,27,100,61.0,39.166666666666664,38.25,8.416666666666666,2.276200000000001,4.854699999999999,24.055500000000016,4.242,266.53,152.57
262,Centerville Fire,7/17/2017,Modoc,15,100,57.25,35.5,34.75,10.666666666666666,3.2995,6.3748000000000005,22.633499999999994,3.907999999999999,356.15,231.01
263,Wright Fire,5/12/2017,Merced,1800,100,77.0,52.5,80.0,26.0,4.832800000000003,9.821,19.11729999999999,7.837000000000001,308.47,257.14
265,Grade Fire,7/16/2017,Mendocino,900,100,93.25,58.25,65.875,15.625,2.222100000000001,5.369200000000002,23.3334,6.748999999999999,339.92,245.04
266,Grape Fire,9/19/2017,Mendocino,146,100,67.75,46.0,87.5,44.5,1.7614000000000012,4.3454000000000015,12.911100000000001,14.540999999999997,171.21,234.74
267,Range Fire,7/17/2017,Mendocino,20,100,93.25,56.5,65.125,13.125,2.181800000000001,5.289100000000002,22.394499999999994,7.290999999999998,337.55,247.12
268,Detwiler Fire,7/16/2017,Mariposa,81826,100,85.2,62.6,41.4,17.2,1.8378999999999996,4.318100000000001,28.266599999999993,4.516000000000002,252.42,195.92
269,Empire Fire,8/1/2017,Mariposa,8094,100,89.0,63.9,39.8,15.1,1.8507000000000007,4.4529000000000005,31.583399999999997,4.712,224.05,207.23
270,South Fork Fire,8/14/2017,Mariposa,7000,100,80.2,55.7,41.4,16.0,1.9169000000000005,4.3493,25.1614,6.5089999999999995,278.59,201.56
271,Peak Fire,9/3/2017,Mariposa,680,100,89.8,66.2,34.0,13.2,1.6228000000000014,4.0683,29.149599999999996,5.987000000000002,203.26,218.92
272,Ben Fire,6/28/2017,Mariposa,630,100,78.1,53.4,54.0,20.9,2.1092999999999993,4.774299999999998,27.43349999999999,5.576999999999999,342.81,228.04
273,Spring Fire,7/2/2017,Mariposa,225,100,79.8,56.0,50.9,22.1,1.9790999999999999,4.3321000000000005,29.08919999999999,5.165,335.69,192.76
274,Coronado Fire,8/13/2017,Mariposa,125,100,81.8,56.9,47.2,16.3,1.8993,4.322200000000001,25.410999999999998,5.894999999999999,283.86,195.48
275,Westfall Fire,6/15/2017,Mariposa,63,100,75.2,51.1,61.8,25.4,1.9935000000000007,4.639699999999999,28.23269999999999,7.238,334.07,221.53
276,Banderilla Fire,7/7/2017,Mariposa,36,100,87.3,62.4,45.6,19.3,1.9536000000000002,4.5683,32.16659999999998,4.263000000000002,317.81,218.32
278,Dexter Fire,9/20/2017,Mariposa,10,100,58.6,39.3,56.3,24.6,1.8187000000000009,4.488599999999999,15.472000000000001,11.005,228.12,230.64
279,Pine Fire,6/27/2017,Marin,38,100,71.2,53.0,96.4,56.8,5.100400000000001,7.710799999999998,20.283500000000007,11.325999999999995,354.44,268.72
280,Spaletta Fire,7/12/2017,Marin,35,100,82.8,54.0,82.8,33.8,2.9904000000000006,4.8237,24.977999999999998,6.903000000000002,336.7,237.51
281,Railroad Fire,8/29/2017,Madera,12407,100,84.2,61.4,25.6,8.2,1.1196000000000015,3.5357,27.127499999999994,4.547,259.12,181.75
282,Oakwood Fire,6/10/2017,Madera,1431,100,57.0,42.0,71.6,36.4,1.2086000000000023,3.5894999999999997,11.949800000000003,11.609000000000002,24.17,154.26
283,Mission Fire,9/3/2017,Madera,1035,100,82.6,59.6,27.6,10.0,1.048400000000002,3.048400000000001,23.794499999999992,6.53,171.81,166.29
284,Eastman Fire,9/18/2017,Madera,429,100,67.0,45.2,42.8,15.0,1.1147000000000018,3.4643,14.483499999999998,9.830000000000002,214.11,154.61
285,26 Fire,6/7/2017,Madera,157,100,71.0,48.0,33.0,12.4,1.2974000000000012,3.8973999999999984,19.194200000000002,6.517,0.0,139.23
286,41 Fire,5/17/2017,Madera,150,100,49.0,34.8,78.4,40.8,1.2618000000000016,3.764000000000002,15.422700000000003,11.976999999999999,0.0,152.29
287,Daulton Fire,7/7/2017,Madera,90,100,78.6,56.6,40.6,18.0,1.2441000000000022,3.508600000000001,28.189199999999996,5.171000000000004,325.4,134.07
288,Power Fire,9/20/2017,Madera,48,100,60.6,40.8,54.6,24.6,1.0839000000000019,3.504200000000001,10.422799999999993,14.076000000000006,192.35,182.86
289,Road Fire,6/18/2017,Madera,25,100,77.8,55.4,52.6,22.6,1.2580000000000018,3.8312000000000013,29.027600000000003,5.873000000000002,361.15,159.28
291,La Tuna Fire,9/1/2017,Los Angeles,7194,100,86.65714285714286,63.4,48.82857142857143,15.714285714285714,5.4624,9.570100000000002,30.583600000000004,5.437000000000003,222.02,171.66
293,Lake Fire,6/17/2017,Los Angeles,800,100,79.22857142857143,55.6,47.6,15.771428571428572,7.187599999999999,11.67209999999999,33.38899999999999,3.766,341.93,228.25
294,Placerita Fire,6/25/2017,Los Angeles,760,100,85.17142857142858,59.885714285714286,50.48571428571429,14.371428571428572,7.4521999999999995,12.135999999999994,31.455999999999996,2.967999999999999,349.01,251.74
296,Gorman Fire,7/28/2017,Los Angeles,135,100,78.48571428571428,55.82857142857143,58.4,22.314285714285713,7.2505999999999995,11.4124,31.593999999999987,4.6400000000000015,315.09,223.41
297,Topanga Fire,6/29/2017,Los Angeles,55,100,74.25714285714285,52.4,65.62857142857143,25.34285714285714,8.430800000000001,12.9233,28.194100000000006,4.526,341.06,229.56
298,Wilson Fire,10/16/2017,Los Angeles,50,100,75.71428571428571,55.51428571428571,16.428571428571427,4.742857142857143,3.0668000000000006,5.269799999999999,22.316300000000005,3.4379999999999997,169.47,177.64
299,Stokes Fire,6/29/2017,Los Angeles,41,100,74.25714285714285,52.4,65.62857142857143,25.34285714285714,8.430800000000001,12.9233,28.194100000000006,4.526,341.06,229.56
300,Castaic Fire,8/31/2017,Los Angeles,30,100,87.71428571428571,65.48571428571428,42.82857142857143,15.2,4.340700000000001,8.149100000000002,31.45550000000001,4.612,213.3,157.44
301,Rincon Fire,8/3/2017,Los Angeles,10,100,78.25714285714285,62.34285714285714,61.542857142857144,33.114285714285714,7.4203,11.4754,29.12760000000001,7.164999999999999,248.87,237.22
302,5 Fire,6/3/2017,Los Angeles,25,100,76.51428571428572,54.542857142857144,60.94285714285714,24.428571428571427,6.468499999999999,10.3351,28.60600000000001,4.725999999999999,343.67,235.62
303,Long Valley Fire,7/11/2017,Lassen,83733,100,82.0,48.266666666666666,52.53333333333333,10.733333333333333,0.6985000000000001,3.1221000000000014,21.699700000000004,5.337,327.38,154.39
304,R-4 Fire,8/30/2017,Lassen,18618,100,85.4,51.46666666666667,56.86666666666667,8.2,0.7792000000000009,3.067300000000001,21.244500000000002,4.403999999999999,261.6,123.41
305,Mud Fire,8/29/2017,Lassen,6042,100,85.8,50.666666666666664,39.666666666666664,9.066666666666666,0.8504000000000008,3.2685000000000004,20.872400000000003,4.488999999999999,258.4,127.23
306,Poslin Fire,8/6/2017,Lassen,859,100,77.4,50.86666666666667,70.86666666666666,24.133333333333333,0.6003000000000003,2.6434000000000015,17.6383,13.519000000000007,224.24,132.8
307,W-2 Fire,8/6/2017,Lassen,530,100,77.4,50.86666666666667,70.86666666666666,24.133333333333333,0.6003000000000003,2.6434000000000015,17.6383,13.519000000000007,224.24,132.8
308,Peg Fire,8/26/2017,Lassen,157,100,82.86666666666666,48.666666666666664,52.266666666666666,12.0,0.7970000000000002,3.108600000000002,22.305299999999992,4.449000000000002,250.22,129.0
309,River Fire,6/4/2017,Lassen,67,100,71.46666666666667,39.86666666666667,61.93333333333333,15.466666666666667,0.9930000000000007,3.7873999999999985,14.749500000000006,7.107,296.54,151.1
311,Skeleton Fire,9/12/2017,Lake,200,100,96.0,69.16666666666667,49.833333333333336,19.5,2.437099999999999,5.319000000000002,24.305399999999995,6.110999999999999,223.12,222.18
312,Long Fire,10/13/2017,Lake,100,100,71.0,43.0,58.333333333333336,10.833333333333334,2.1236000000000006,4.751199999999998,18.7946,4.4739999999999975,174.11,166.49
314,Bottle Fire,8/8/2017,Lake,62,100,91.16666666666667,66.33333333333333,57.333333333333336,26.333333333333332,2.0882000000000014,4.4879999999999995,29.9,5.171,293.95,204.35
315,Slides Fire,9/12/2017,Lake,58,100,96.0,69.16666666666667,49.833333333333336,19.5,2.437099999999999,5.319000000000002,24.305399999999995,6.110999999999999,223.12,222.18
316,Murphy Fire,7/17/2017,Lake,40,100,95.83333333333333,67.83333333333333,38.166666666666664,9.666666666666666,3.9435000000000042,7.224400000000002,27.522000000000002,4.017999999999999,343.56,292.53
317,Mule Fire,9/5/2017,Lake,21,100,95.16666666666667,65.83333333333333,71.33333333333333,20.166666666666668,1.9770000000000012,4.523100000000002,24.049699999999994,6.8889999999999985,207.9,224.88
318,Garza Fire,7/9/2017,Kings,48889,100,102.0,82.0,21.0,9.0,0.8992000000000008,3.0803,28.838600000000007,4.1789999999999985,308.06,150.28
319,I-5 Fire,8/24/2017,Kings,2312,100,96.0,73.0,43.0,17.0,0.9306000000000009,3.1430000000000025,25.56070000000001,5.211000000000001,258.06,132.21
320,City Fire,5/18/2017,Kings,20,100,77.0,57.0,42.0,16.0,1.1142000000000016,3.728300000000001,22.13359999999999,6.550999999999999,342.18,134.98
321,Hawk Fire,7/7/2017,Kern,2940,100,96.38461538461539,71.6923076923077,42.0,15.615384615384615,2.571600000000001,4.796400000000002,25.3612,4.437,289.86,260.21
322,Highway Fire,6/18/2017,Kern,1522,100,95.53846153846153,68.92307692307692,58.61538461538461,20.46153846153846,2.5300999999999996,5.0244,26.39459999999999,5.415999999999998,364.36,246.12
323,Garden Fire,7/30/2017,Kern,1350,100,93.38461538461539,68.76923076923077,36.46153846153846,13.23076923076923,2.2539000000000002,4.501800000000002,24.177999999999997,4.499,259.51,254.53
324,Caldwell Fire,9/1/2017,Kern,1319,100,93.76923076923077,68.53846153846153,58.38461538461539,18.846153846153847,1.4406000000000014,4.671399999999999,21.950100000000003,8.277,201.25,105.91
325,Tarina Fire,6/30/2017,Kern,1200,100,90.46153846153847,63.69230769230769,45.92307692307692,12.23076923076923,2.3426999999999993,4.5025,23.688500000000005,4.205000000000001,370.37,252.21
326,Hudson Fire,7/18/2017,Kern,1083,100,93.38461538461539,70.84615384615384,36.76923076923077,12.76923076923077,4.1042999999999985,7.559299999999997,21.249499999999994,4.453,332.65,314.98
327,Ming Fire,5/20/2017,Kern,506,100,79.53846153846153,54.84615384615385,45.07692307692308,15.076923076923077,2.4491,4.966700000000001,18.6615,6.264999999999999,344.68,243.1
328,Rose Fire,8/10/2017,Kern,338,100,88.92307692307692,64.23076923076923,49.76923076923077,19.153846153846153,2.481800000000001,5.0335,20.205500000000008,5.636,287.85,223.87
329,Bravo Fire,5/15/2017,Kern,288,100,61.38461538461539,38.61538461538461,80.07692307692308,23.846153846153847,3.8717999999999995,8.283599999999996,4.162200000000001,17.166,211.17,320.84
330,Bodfish Fire,6/10/2017,Kern,206,100,73.46153846153847,50.76923076923077,84.46153846153847,34.61538461538461,3.7597999999999985,7.684299999999999,9.044400000000001,13.478000000000007,325.15,314.79
331,Rolling Fire,10/15/2017,Kern,184,100,73.92307692307692,51.69230769230769,25.23076923076923,7.923076923076923,2.12,4.474400000000001,15.688600000000001,3.0199999999999987,176.77,175.58
332,Quarry Fire,10/12/2017,Kern,183,100,72.15384615384616,44.69230769230769,53.53846153846154,14.076923076923077,2.4106999999999994,4.765700000000002,12.305300000000003,3.5820000000000003,198.23,175.29
333,Tank Fire,10/26/2017,Kern,50,100,82.84615384615384,59.76923076923077,32.46153846153846,11.846153846153847,1.6469000000000014,3.273099999999998,16.983799999999995,4.1000000000000005,178.53,184.73
334,Calgary Fire,8/5/2017,Kern,50,100,82.38461538461539,61.92307692307692,44.61538461538461,19.53846153846154,3.4382,6.486099999999996,19.660900000000005,6.834999999999997,294.93,265.61
335,Feed Fire,5/14/2017,Kern,41,100,62.07692307692308,38.23076923076923,66.61538461538461,22.23076923076923,4.009900000000001,8.4671,3.8070000000000026,15.388000000000002,209.08,321.52
336,Lakewood Fire,9/29/2017,Kern,40,100,79.76923076923077,57.69230769230769,36.61538461538461,14.307692307692308,3.8590000000000004,7.201700000000001,12.2608,6.553000000000002,217.52,255.03
337,Creek Fire,6/4/2017,Kern,33,100,87.15384615384616,62.30769230769231,62.07692307692308,17.76923076923077,3.071099999999999,5.498699999999999,20.072500000000005,5.645999999999999,370.43,289.32
338,Hub Fire,5/11/2017,Kern,31,100,73.53846153846153,49.15384615384615,89.53846153846153,34.84615384615385,3.3176000000000005,6.517700000000001,9.822799999999996,10.567000000000002,320.73,305.65
339,Quail Fire,7/6/2017,Kern,1626,100,95.0,70.46153846153847,45.23076923076923,16.076923076923077,2.6967000000000008,4.979500000000001,26.3887,4.158,333.46,269.92
340,Fay Fire,5/1/2017,Kern,19,100,76.3076923076923,52.30769230769231,53.23076923076923,16.46153846153846,2.5435,4.8639,17.188799999999997,6.748999999999999,294.56,250.83
341,Elk Fire,6/2/2017,Kern,16,100,81.92307692307692,55.46153846153846,78.15384615384616,24.615384615384617,2.9284,5.4232,19.511300000000002,7.295000000000001,360.04,270.43
342,Breckenridge Fire,6/8/2017,Kern,35,100,85.92307692307692,56.07692307692308,54.76923076923077,13.307692307692308,3.8177000000000003,7.7922,11.027400000000002,10.508000000000003,307.59,320.25
343,Pine Fire,6/5/2017,Kern,10,100,84.92307692307692,60.15384615384615,42.92307692307692,14.538461538461538,3.0666,5.610500000000001,19.094700000000003,5.127999999999999,363.92,287.79
344,Champagne Fire,5/28/2017,Kern,10,100,80.84615384615384,55.0,67.84615384615384,21.692307692307693,2.253499999999999,4.488800000000002,17.171999999999993,5.956,282.46,223.33
345,Saw Fire,8/3/2017,Humboldt,85,100,98.91666666666667,68.66666666666667,62.083333333333336,18.166666666666668,1.6016000000000017,3.2626999999999993,25.55550000000001,6.764999999999999,291.93,133.96
346,Translator Fire,8/28/2017,Humboldt,40,100,97.58333333333333,67.16666666666667,53.166666666666664,15.833333333333334,1.846099999999999,3.7326000000000006,23.561400000000006,7.324999999999999,268.21,103.66
347,Miller Fire,8/31/2017,Humboldt,34,100,84.16666666666667,54.583333333333336,80.5,28.5,1.8053000000000008,4.1168000000000005,28.2949,5.7790000000000035,238.21,128.69
348,Blocksburg Fire,8/3/2017,Humboldt,30,100,98.91666666666667,68.66666666666667,62.083333333333336,18.166666666666668,1.6016000000000017,3.2626999999999993,25.55550000000001,6.764999999999999,291.93,133.96
350,Sway Fire,8/1/2017,Humboldt,19,100,99.66666666666667,68.91666666666667,64.41666666666667,23.666666666666668,1.6281000000000014,3.2448000000000032,29.705699999999993,5.918000000000004,289.87,152.9
351,Creek Fire,7/19/2017,Glenn,15619,100,87.5,61.5,70.0,23.5,0.8421000000000011,2.8434,24.69989999999999,4.890999999999999,301.53,167.65
352,Elm Fire,5/18/2017,Fresno,10343,100,56.833333333333336,34.333333333333336,70.5,27.166666666666668,1.4051000000000018,3.1065000000000014,23.571699999999993,8.479999999999995,329.17,180.27
353,Jayne Fire,4/20/2017,Fresno,5738,100,51.833333333333336,32.833333333333336,79.0,38.416666666666664,1.2393000000000025,2.9416000000000015,17.7887,15.283999999999992,264.27,168.9
354,Park Fire,7/17/2017,Fresno,1649,100,79.0,55.166666666666664,49.416666666666664,16.0,1.4224000000000023,3.6433000000000018,31.27229999999999,3.9260000000000006,322.65,171.13
355,Derrick Fire,7/2/2017,Fresno,1538,100,73.5,50.166666666666664,51.416666666666664,20.5,1.364600000000002,3.2094000000000005,31.2222,4.680999999999998,327.68,177.19
356,El Dorado Fire,4/28/2017,Fresno,976,100,54.333333333333336,33.333333333333336,73.75,33.166666666666664,1.2853000000000026,3.186500000000001,19.205200000000005,11.205000000000005,314.4,170.03
357,Monterey Fire,6/11/2017,Fresno,450,100,57.166666666666664,35.166666666666664,73.0,31.666666666666668,1.3236000000000019,3.303300000000001,19.277199999999997,7.513999999999999,279.23,189.52
358,Sonoma Fire,5/10/2017,Fresno,400,100,63.25,41.5,65.83333333333333,28.583333333333332,1.2715000000000025,2.8609000000000004,18.627200000000006,13.183,244.09,183.82
359,Murphy Fire,9/19/2017,Fresno,237,100,70.25,44.083333333333336,72.25,23.166666666666668,1.1679000000000015,3.0529000000000015,18.450200000000006,9.266000000000002,210.56,199.74
360,Wild Fire,6/11/2017,Fresno,186,100,57.166666666666664,35.166666666666664,73.0,31.666666666666668,1.3236000000000019,3.303300000000001,19.277199999999997,7.513999999999999,279.23,189.52
361,Tumey Fire,4/29/2017,Fresno,126,100,55.75,33.333333333333336,56.333333333333336,20.25,1.2272000000000023,3.016399999999999,20.98340000000001,11.138000000000007,314.08,155.57
362,Flat Fire,8/26/2017,Fresno,111,100,85.0,59.25,49.0,18.5,1.3197000000000019,3.0477000000000003,33.9778,4.132,268.35,154.54
363,Coalinga Fire,8/30/2017,Fresno,102,100,88.91666666666667,64.0,47.75,15.166666666666666,1.3514000000000024,3.419500000000003,33.605399999999996,4.131000000000001,238.21,152.17
364,Parkfield Fire,9/3/2017,Fresno,100,100,90.16666666666667,64.25,35.25,13.166666666666666,1.226400000000002,3.2545000000000006,31.793499999999995,5.515999999999999,208.43,174.36
365,Tivy Fire,6/11/2017,Fresno,76,100,57.166666666666664,35.166666666666664,73.0,31.666666666666668,1.3236000000000019,3.303300000000001,19.277199999999997,7.513999999999999,279.23,189.52
366,Manning Fire,5/19/2017,Fresno,70,100,63.416666666666664,39.333333333333336,58.833333333333336,21.75,1.4406000000000017,3.1289000000000002,25.721799999999995,7.039999999999999,328.66,162.49
367,Hill Fire,8/27/2017,Fresno,69,100,87.41666666666667,61.083333333333336,45.166666666666664,15.833333333333334,1.319900000000002,3.2489999999999997,34.13890000000001,3.928,254.21,153.11
368,Silver Fire,10/11/2017,Fresno,58,100,67.16666666666667,43.25,40.75,13.5,1.0165000000000015,2.4448,16.1496,5.556,189.17,167.66
369,Freedom Fire,7/4/2017,Fresno,57,100,75.58333333333333,52.083333333333336,53.75,17.75,1.3955000000000017,3.299000000000002,32.861200000000004,4.677,322.95,166.75
370,Juniper Fire,8/23/2017,Fresno,31,100,79.83333333333333,55.75,53.666666666666664,19.333333333333332,1.3828000000000025,3.1962000000000024,31.166299999999996,5.109,269.8,188.87
371,Shaver Fire,9/11/2017,Fresno,10,100,79.91666666666667,57.25,54.083333333333336,20.416666666666668,1.1141000000000016,2.9866,26.699700000000004,8.006000000000004,198.8,197.74
372,Auberry Fire,7/5/2017,Fresno,91,100,77.0,52.333333333333336,41.333333333333336,14.666666666666666,1.3241000000000023,3.2143,33.4723,4.702,317.53,173.5
373,Panoche Fire,5/28/2017,Fresno,18,100,67.08333333333333,42.25,64.33333333333333,24.666666666666668,1.2574000000000023,2.9544000000000006,24.550000000000004,8.457000000000003,262.59,198.54
374,Rusty Fire,5/28/2017,Fresno,16,100,67.08333333333333,42.25,64.33333333333333,24.666666666666668,1.2574000000000023,2.9544000000000006,24.550000000000004,8.457000000000003,262.59,198.54
375,Creek Fire,6/23/2017,Fresno,357,100,80.83333333333333,57.916666666666664,50.5,19.0,1.297800000000002,3.0443000000000002,33.494399999999985,5.287999999999999,317.22,174.57
376,Table Fire,10/13/2017,El Dorado,426,100,61.1,35.0,45.2,12.0,0.6320000000000006,2.6553999999999984,10.4672,5.609,179.62,175.6
377,Largo Fire,7/29/2017,El Dorado,236,100,82.4,55.8,51.0,18.2,0.6816000000000006,2.6196,24.317000000000007,6.609999999999998,297.77,186.41
378,Ranch Fire,7/26/2017,El Dorado,140,100,77.9,53.0,56.2,22.6,0.8598000000000009,2.9643000000000006,22.60619999999999,7.267,325.64,188.34
379,French Fire,9/17/2017,El Dorado,136,100,69.9,44.4,71.2,23.8,0.8148000000000006,3.2590000000000003,12.122,12.549999999999995,178.11,190.18
380,Holiday Fire,12/28/2017,El Dorado,80,100,57.9,34.4,63.0,18.2,0.5795000000000003,2.4671000000000003,6.0675,8.570999999999998,99.75,155.93
381,Axel Fire,7/8/2017,El Dorado,74,100,86.4,59.7,43.9,14.0,1.0475000000000012,3.4819000000000027,24.47790000000001,5.0840000000000005,344.39,191.81
382,Ice Fire,10/10/2017,El Dorado,29,100,66.9,39.7,48.3,11.2,0.7032000000000005,2.6419000000000006,8.789499999999999,7.018000000000001,178.28,167.52
383,Woodland Fire,7/25/2017,El Dorado,13,100,79.6,53.7,56.4,19.7,0.8505000000000009,2.9468000000000005,22.4172,7.366999999999999,323.43,186.56
384,Rosado Fire,7/12/2017,El Dorado,13,100,81.2,52.3,50.9,13.3,0.8191000000000005,2.8837000000000006,22.88369999999999,5.95,337.52,194.11
385,Hole Fire,9/12/2017,Del Norte,40,100,91.5,63.5,58.75,23.75,2.5036,5.5209,17.7444,9.190000000000003,199.85,119.48
386,Marble Fire,7/19/2017,Del Norte,319,100,56.25,39.0,64.75,30.75,2.1599000000000013,4.742900000000002,18.417000000000005,11.475999999999997,337.97,150.56
387,Shore Fire,6/26/2017,Del Norte,28,100,61.0,44.5,63.5,29.0,2.1948000000000003,4.7479000000000005,19.305600000000002,12.380999999999997,1.17,133.14
388,Willow Fire,7/8/2017,Contra Costa,370,100,100.6,80.0,18.6,7.6,3.5453999999999994,5.7490000000000006,23.50529999999999,8.049000000000001,327.49,200.27
389,Deer Complex,7/7/2017,Contra Costa,231,100,99.0,72.0,32.4,12.8,3.021499999999999,5.163800000000002,25.893899999999988,6.59,330.06,207.45
390,Fish Fire,6/5/2017,Contra Costa,20,100,83.8,53.0,65.8,19.6,3.6033000000000004,6.1506,15.555599999999995,15.255000000000011,247.22,181.78
391,Sand Fire,7/17/2017,Colusa,70,100,104.0,63.0,46.0,13.0,2.0077000000000003,4.537600000000001,27.744100000000003,5.1110000000000015,340.9,176.01
392,Maria Fire,7/17/2017,Calaveras,117,100,94.75,67.5,40.0,11.5,2.3695999999999993,4.8139,27.749700000000004,4.662999999999999,320.86,168.93
393,Quail Fire,7/12/2017,Calaveras,59,100,88.75,63.0,48.25,16.5,2.1953000000000014,4.5862000000000025,28.794200000000004,5.568999999999997,319.12,169.93
395,Gold Fire,7/5/2017,Calaveras,22,100,68.25,46.25,43.0,13.25,2.414500000000001,4.9431,30.9276,5.266999999999999,332.15,202.71
396,Lombardi Fire,5/28/2017,Calaveras,15,100,60.75,39.5,65.75,23.75,1.8964000000000005,3.987,22.2275,9.786000000000003,300.52,194.88
398,Wall Fire,7/7/2017,Butte,6033,100,83.5,60.5,35.833333333333336,8.833333333333334,2.723499999999998,5.552099999999999,30.355599999999992,4.3260000000000005,339.81,109.5
399,Ponderosa Fire,8/29/2017,Butte,4016,100,86.83333333333333,64.33333333333333,23.666666666666668,7.833333333333333,3.7334000000000005,6.987000000000003,29.866499999999995,3.8569999999999998,264.83,107.2
400,Honcut Fire,7/10/2017,Butte,166,100,82.16666666666667,57.333333333333336,29.166666666666668,6.666666666666667,2.1115,4.5154999999999985,28.449500000000004,4.378,339.99,114.18
402,Soda Fire,9/28/2017,Butte,143,100,72.16666666666667,51.166666666666664,32.166666666666664,13.0,3.5054,6.705899999999998,20.2058,5.395,188.8,105.55
403,Skyway Fire,6/16/2017,Butte,134,100,75.83333333333333,55.166666666666664,52.666666666666664,19.333333333333332,3.630799999999998,6.825699999999997,29.583299999999987,7.122000000000001,337.04,115.97
404,Wilbur Fire,6/6/2017,Butte,91,100,72.5,51.833333333333336,38.333333333333336,12.0,1.6469,4.265000000000003,18.610899999999997,11.919000000000004,214.82,143.44
405,32 Fire,9/25/2017,Butte,28,100,66.33333333333333,49.0,27.833333333333332,14.333333333333334,4.8954,8.994600000000004,21.549699999999987,5.5080000000000044,209.45,85.79
407,Pacific Fire,9/12/2017,Butte,12,100,79.83333333333333,60.333333333333336,40.5,19.666666666666668,2.2947000000000006,4.876500000000002,24.032999999999987,8.936000000000005,205.73,136.56
408,Humboldt Fire,7/19/2017,Butte,103,100,75.16666666666667,52.166666666666664,33.5,8.666666666666666,2.643199999999999,5.243600000000002,26.971999999999998,4.630000000000001,338.16,118.47
409,Rebie Fire,7/12/2017,Butte,10,100,77.5,54.5,39.833333333333336,11.833333333333334,2.312800000000001,4.8774,28.177599999999995,4.993,337.8,109.36
410,Lakeland Fire,7/4/2017,Butte,18,100,76.16666666666667,54.833333333333336,47.666666666666664,19.166666666666668,2.478000000000001,5.100399999999997,28.372200000000007,5.842999999999998,334.25,116.21
411,Desabla Fire,7/2/2017,Butte,14,100,75.66666666666667,55.333333333333336,60.5,27.333333333333332,2.0805000000000016,4.4030000000000005,27.355400000000003,6.879,332.35,124.7
412,Lone Fire,6/22/2017,Butte,111,100,86.16666666666667,64.83333333333333,36.333333333333336,13.166666666666666,4.0956999999999955,7.607699999999998,31.877499999999987,5.754000000000002,339.4,111.58
413,Highway Fire,6/22/2017,Butte,21,100,86.16666666666667,64.83333333333333,36.333333333333336,13.166666666666666,4.0956999999999955,7.607699999999998,31.877499999999987,5.754000000000002,339.4,111.58
414,Sandra Fire,8/28/2017,Amador,10,100,105.5,78.0,30.0,11.0,1.7219000000000018,3.8623999999999983,31.994899999999998,3.9529999999999976,229.31,172.59
415,Range Fire,8/22/2017,Alameda,200,100,79.6,57.8,92.8,41.8,3.2004000000000032,5.574399999999996,17.110300000000006,17.831000000000003,190.5,224.87
416,Corral Fire,9/19/2017,Alameda,155,100,70.8,51.0,92.0,35.6,2.557100000000001,5.4225,14.388799999999998,15.128999999999998,153.76,224.24
417,Fallon Fire,10/17/2017,Alameda,116,100,80.2,67.8,24.8,11.6,2.4231000000000016,4.746999999999999,15.016500000000013,12.858999999999996,91.7,229.73
418,Mines Fire,8/27/2017,Alameda,44,100,97.8,76.4,36.8,13.2,2.418900000000001,4.210200000000001,21.855299999999993,11.318999999999996,200.08,218.24
419,Edwards Fire,9/26/2017,Alameda,22,100,81.2,66.0,34.2,17.2,2.5484000000000004,4.8276,20.944000000000003,7.404000000000002,174.89,199.98
420,Eighty Eight Fire,7/18/2018,Yolo,822,100,104.0,67.0,67.0,16.0,1.8910000000000011,4.831900000000001,32.444,4.697999999999999,315.15,218.85
421,Madison FIre,6/1/2018,Yolo,14,100,87.0,50.0,83.0,19.0,1.6191000000000018,4.135199999999999,27.0726,5.691,340.11,220.77
422,Briggs Fire,11/14/2018,Ventura,150,100,43.4,28.2,11.6,4.0,1.234700000000001,3.4739999999999975,11.6614,2.9010000000000007,143.12,177.0
