,name,date,county,size,%_contained,high_temp,low_temp,high_humidity,low_humidity,wind_speed,wind_gust,fuel_temp,fuel_moisture,max_radiation,peak_wind_direction
14,Pier Fire,8/29/2017,Tulare,36556,100,84.11764705882354,62.0,35.705882352941174,14.352941176470589,1.3333000000000015,3.379800000000001,21.4556,1.2949999999999984,158.74,238.85
15,Lion Fire,9/27/2017,Tulare,18900,100,66.11764705882354,43.88235294117647,41.35294117647059,16.235294117647058,1.1729000000000018,3.187400000000002,12.627699999999995,1.3019999999999983,189.24,246.8
16,Schaeffer Fire,6/24/2017,Tulare,16031,100,77.52941176470588,56.294117647058826,45.94117647058823,17.235294117647058,1.2930000000000015,3.835200000000001,19.144300000000005,5.468999999999998,195.39,241.32
17,Indian Fire,8/2/2017,Tulare,2295,100,80.52941176470588,60.705882352941174,46.23529411764706,18.176470588235293,1.0658000000000019,3.1874000000000002,19.433899999999994,9.468,142.66,217.22
18,Roadrunner Fire,7/30/2017,Tulare,2289,100,79.23529411764706,55.529411764705884,39.0,16.11764705882353,1.2753000000000023,3.2499000000000002,20.844499999999996,3.3579999999999997,149.13,238.08
19,Elephant Fire,7/20/2017,Tulare,416,100,76.23529411764706,52.0,43.88235294117647,17.11764705882353,1.3026000000000024,3.370800000000001,19.372500000000006,5.928999999999999,192.64,220.15
20,Dinely Fire,6/7/2017,Tulare,339,100,68.94117647058823,45.88235294117647,39.411764705882355,14.705882352941176,1.2358000000000025,3.6568000000000023,12.3664,8.952999999999998,189.78,209.14
21,King Fire,6/13/2017,Tulare,135,100,56.294117647058826,32.94117647058823,68.47058823529412,27.176470588235293,1.481100000000002,3.5049000000000037,15.122599999999995,7.956000000000004,201.8,214.13
22,Fountain Fire,5/31/2017,Tulare,79,100,63.8235294117647,42.11764705882353,71.47058823529412,28.41176470588235,1.4091000000000016,3.2319999999999993,13.216600000000001,13.773999999999996,170.34,229.84
23,Fox Fire,7/17/2017,Tulare,59,100,80.11764705882354,57.64705882352941,49.05882352941177,18.529411764705884,1.2978000000000016,4.0454,18.999999999999996,6.059999999999999,196.68,229.32
24,Hogback Fire,7/18/2017,Tulare,58,100,80.3529411764706,55.588235294117645,39.23529411764706,14.588235294117647,1.3114000000000012,3.933799999999999,18.450299999999995,6.161999999999998,196.56,222.85
25,Globe Fire,7/5/2017,Tulare,21,100,79.17647058823529,55.8235294117647,38.64705882352941,15.823529411764707,1.3910000000000013,3.7507000000000024,22.105700000000002,5.768000000000003,195.7,218.48
26,Helena - Fork Fire,8/30/2017,Trinity,21846,100,89.5,51.0,50.916666666666664,12.083333333333334,0.5195000000000005,2.4235000000000007,24.38879999999999,5.061000000000001,196.16,203.61
27,Buck Fire,9/12/2017,Trinity,13417,100,89.83333333333333,59.666666666666664,60.916666666666664,14.416666666666666,0.8689000000000007,3.4686999999999997,24.566699999999983,5.823999999999997,242.13,211.89
28,Ruth Complex,8/7/2017,Trinity,4736,100,78.5,50.083333333333336,62.583333333333336,13.916666666666666,0.4888000000000002,2.53,25.98910000000001,12.034,236.13,111.15
29,River Fire,10/14/2017,Trinity,148,100,69.0,34.5,85.16666666666667,12.0,0.5563000000000001,2.1768000000000005,15.722100000000001,6.705000000000001,195.76,165.02
30,Sandy Fire,8/2/2017,Trinity,32,100,97.91666666666667,64.08333333333333,51.416666666666664,9.833333333333334,0.6548,2.9640000000000004,33.45010000000001,3.512000000000001,292.15,216.22
31,Sandy Fire,8/2/2017,Trinity,32,100,97.91666666666667,64.08333333333333,51.416666666666664,9.833333333333334,0.6548,2.9640000000000004,33.45010000000001,3.512000000000001,292.15,216.22
32,Tehama Fire,10/26/2017,Tehama,194,100,84.57142857142857,60.42857142857143,43.42857142857143,14.285714285714286,0.7791000000000007,2.843799999999998,20.127599999999994,6.230999999999998,143.3,145.64
33,Spring Fire,6/4/2017,Tehama,78,100,69.42857142857143,49.57142857142857,49.285714285714285,19.428571428571427,0.6322000000000002,2.7319000000000013,20.083100000000012,7.717000000000001,293.41,173.46
34,Bolla Fire,6/18/2017,Tehama,60,100,82.0,61.142857142857146,35.42857142857143,17.142857142857142,0.7978000000000012,3.1700999999999993,29.022300000000016,7.195000000000002,311.31,153.24
35,Live Fire,7/28/2017,Tehama,57,100,80.14285714285714,58.285714285714285,41.714285714285715,15.857142857142858,0.36359999999999987,1.9735000000000014,27.62800000000001,4.675,296.73,167.11
37,Paskenta Fire,6/24/2017,Tehama,42,100,85.42857142857143,62.0,38.57142857142857,12.714285714285714,0.5692000000000003,2.6207000000000016,26.172400000000007,5.648999999999998,321.49,160.32
38,Vestal Fire,8/26/2017,Tehama,40,100,94.42857142857143,66.57142857142857,36.285714285714285,11.142857142857142,0.52,2.527800000000001,28.4228,3.830999999999999,251.57,151.67
39,Benson Fire,7/8/2017,Tehama,29,100,84.57142857142857,60.857142857142854,24.142857142857142,7.428571428571429,0.5961000000000003,2.6205000000000016,27.383200000000006,4.076000000000002,324.82,172.55
41,Paskenta Fire,8/10/2017,Tehama,15,100,76.42857142857143,55.57142857142857,53.0,23.0,0.5244000000000003,2.473600000000001,24.877799999999993,6.033000000000002,248.48,171.44
43,Summit Complex,7/31/2017,Stanislaus,5247,100,96.0,72.0,41.0,18.0,2.2392000000000003,4.278300000000001,32.57749999999999,3.8920000000000017,291.82,160.76
44,Creek Fire,9/3/2017,Stanislaus,1749,100,103.0,88.0,28.0,16.0,2.713200000000001,5.181600000000002,29.956100000000013,5.266999999999999,224.54,169.24
45,Lake Fire,7/8/2017,Stanislaus,62,100,102.0,86.0,15.0,8.0,2.968100000000003,6.168800000000001,32.63309999999999,3.129000000000001,340.17,222.88
46,Milton Fire,10/18/2017,Stanislaus,13,100,79.0,61.0,24.0,14.0,2.4053000000000004,5.127100000000001,16.356,7.897,170.46,223.06
47,Willms Fire,7/18/2017,Stanislaus,19,100,98.0,72.0,17.0,9.0,2.4712,4.899700000000001,28.028,3.3120000000000003,344.34,187.22
48,Orange Fire,6/21/2017,Stanislaus,65,100,100.0,68.0,57.0,22.0,2.3733000000000004,4.5288,32.433399999999985,4.967999999999998,330.27,166.67
51,Oakmont Fire (Central LNU Complex),10/14/2017,Sonoma,100,100,56.75,41.75,38.0,12.0,1.346900000000002,3.0040999999999998,20.411300000000004,5.282,123.08,188.91
53,Bodega Fire,8/27/2017,Sonoma,18,100,73.75,57.5,29.0,6.0,1.6907000000000005,3.329900000000001,22.606000000000012,10.026999999999996,132.62,200.77
55,Independence Fire,7/31/2017,Sonoma,11,100,62.5,45.5,55.0,21.25,1.8735000000000006,3.7909,20.861499999999996,11.639999999999997,43.62,199.89
57,Estate Fire,9/23/2017,Solano,55,100,73.4,54.4,62.6,17.6,2.5653999999999995,6.0039000000000025,21.488800000000005,6.852000000000001,218.17,264.28
58,Toll Fire,6/22/2017,Solano,39,100,100.0,80.8,42.6,16.8,2.8111,5.280200000000001,21.433799999999984,12.055000000000005,297.99,197.56
59,Eclipse Complex,8/15/2017,Siskiyou,78698,100,76.70833333333333,47.833333333333336,63.416666666666664,20.916666666666668,1.6506000000000005,3.7688000000000006,24.811200000000003,5.19,300.2,227.5
60,Miller Complex,8/14/2017,Siskiyou,39715,100,76.75,50.458333333333336,78.25,21.458333333333332,1.807200000000001,4.1126,24.0443,5.8629999999999995,302.18,219.55
61,Orleans Complex,7/26/2017,Siskiyou,27276,100,77.875,49.958333333333336,68.41666666666667,22.125,1.7896000000000007,4.214900000000001,26.544500000000003,5.688000000000001,325.64,228.66
62,Young Fire,8/7/2017,Siskiyou,3142,100,80.5,54.708333333333336,66.125,20.791666666666668,1.307200000000002,3.4464000000000015,24.955600000000015,6.727000000000001,267.61,178.07
63,Hill Fire,7/29/2017,Siskiyou,155,100,80.66666666666667,51.333333333333336,60.958333333333336,14.75,1.4055000000000015,3.3925000000000005,29.311400000000003,5.078000000000002,324.63,218.18
64,Bogus Fire,6/18/2017,Siskiyou,56,100,75.625,48.25,70.58333333333333,26.083333333333332,1.4499000000000002,3.5586000000000007,26.9443,7.193000000000003,369.78,214.33
65,Owens Fire,8/29/2017,Siskiyou,55,100,81.91666666666667,54.875,36.75,10.958333333333334,1.5578000000000012,3.423300000000003,24.4832,4.896,237.39,198.66
66,Bradley Fire,8/28/2017,Siskiyou,54,100,85.54166666666667,57.125,40.5,12.083333333333334,1.6289000000000005,3.5669999999999997,24.2496,5.075999999999999,224.84,210.61
67,Bradley Fire,8/28/2017,Siskiyou,54,100,85.54166666666667,57.125,40.5,12.083333333333334,1.6289000000000005,3.5669999999999997,24.2496,5.075999999999999,224.84,210.61
68,Whitepine Fire,6/6/2017,Siskiyou,46,100,74.625,45.75,58.208333333333336,16.708333333333332,2.191400000000002,5.5659,16.894800000000004,9.461,291.84,232.82
69,Ward Fire,8/13/2017,Siskiyou,41,100,80.16666666666667,49.5,59.125,15.791666666666666,1.9592000000000014,4.403100000000002,23.2834,5.830999999999997,291.49,230.06
70,Fay Fire,7/5/2017,Siskiyou,469,100,77.54166666666667,49.625,47.958333333333336,14.875,2.0300000000000002,5.189899999999999,27.222400000000007,4.244999999999999,372.3,221.07
71,King Fire,6/26/2017,Siskiyou,19,100,81.0,50.791666666666664,67.04166666666667,19.583333333333332,1.8789000000000013,4.3721000000000005,24.2278,6.4289999999999985,363.04,236.19
72,Farad Fire,7/10/2017,Sierra,747,100,85.25,55.75,52.75,13.0,3.7199999999999993,7.2956,20.03899999999999,5.921,350.17,190.43
73,Evans Fire,6/19/2017,Sierra,168,100,90.0,58.75,64.75,23.25,2.8385999999999996,5.552599999999999,22.35,7.727000000000001,330.35,224.75
74,Berry Fire,9/11/2017,Shasta,995,100,90.61538461538461,64.6923076923077,38.23076923076923,13.692307692307692,1.1816000000000018,3.700699999999998,27.29989999999999,6.1599999999999975,177.05,226.83
75,Laverne Fire,7/18/2017,Shasta,180,100,87.76923076923077,57.30769230769231,45.69230769230769,11.615384615384615,1.1267000000000011,3.4739999999999984,27.594700000000003,3.418,287.24,219.39
76,Oak Fire,6/30/2017,Shasta,128,100,88.3076923076923,58.46153846153846,50.46153846153846,16.153846153846153,1.1625000000000012,3.5361999999999996,29.661500000000004,4.709,292.39,227.99
77,Grace Fire,4/3/2017,Shasta,45,100,55.92307692307692,31.384615384615383,39.84615384615385,9.538461538461538,1.654900000000001,5.127699999999999,11.594699999999994,11.638000000000003,143.48,236.68
79,Bridge Fire,10/31/2017,Shasta,37,100,60.76923076923077,39.76923076923077,59.92307692307692,22.76923076923077,1.9813000000000003,5.7532,11.461199999999996,11.991999999999997,76.12,210.33
80,Hopper Fire,9/1/2017,Shasta,25,100,92.15384615384616,63.15384615384615,31.692307692307693,9.153846153846153,1.0126000000000004,2.972000000000001,31.944399999999987,3.0130000000000012,199.17,256.31
81,Corner Fire,8/17/2017,Shasta,17,100,90.15384615384616,59.23076923076923,58.92307692307692,14.461538461538462,1.1724000000000014,3.3303000000000016,30.11059999999999,4.041999999999999,236.35,274.1
82,Sky Fire,7/29/2017,Shasta,17,100,90.92307692307692,59.76923076923077,47.69230769230769,12.923076923076923,0.9221000000000013,2.8253000000000004,31.955300000000012,3.8030000000000013,258.82,234.96
83,North Fire,7/15/2017,Shasta,10,100,89.23076923076923,59.0,49.30769230769231,14.538461538461538,1.2037000000000013,3.6705000000000005,29.505699999999987,3.5879999999999996,284.88,232.61
84,Platina Fire,6/13/2017,Shasta,21,100,61.53846153846154,39.92307692307692,73.76923076923077,31.23076923076923,1.1852000000000011,3.4599999999999995,21.35,10.853000000000003,261.05,237.98
85,Bear Fire,10/16/2017,Santa Cruz,391,100,91.0,57.5,43.0,8.0,0.9088000000000018,2.7409000000000017,16.810999999999996,3.8510000000000004,161.89,168.68
