,yes_no_fire,date,fire_index,fire_county,temp1,hum1,wind_spd1,wind_gust1,fuel_temp1,fuel_moist1,max_rad1,pk_wind_dir1,temp2,hum2,wind_spd2,wind_gust2,fuel_temp2,fuel_moist2,max_rad2,pk_wind_dir2,temp3,hum3,wind_spd3,wind_gust3,fuel_temp3,fuel_moist3,max_rad3,pk_wind_dir3,temp4,hum4,wind_spd4,wind_gust4,fuel_temp4,fuel_moist4,max_rad4,pk_wind_dir4,temp5,hum5,wind_spd5,wind_gust5,fuel_temp5,fuel_moist5,max_rad5,pk_wind_dir5
142,Yes,2017-05-23,2,Riverside,73.45775000000002,42.791666666666664,2.3658333333333332,4.619583333333334,24.860833333333332,6.266666666666665,337.875,159.45833333333334,77.16725,34.041666666666664,4.434166666666667,7.618750000000001,26.689583333333342,6.1375,316.75,99.375,71.3345,36.583333333333336,1.7887500000000005,3.9479166666666683,23.31124999999999,5.404166666666666,332.7083333333333,272.8333333333333,75.95825,31.25,0.6904166666666666,2.3837499999999996,25.138749999999998,5.637499999999999,322.5,179.45833333333334,69.41525,37.875,1.6570833333333332,3.6145833333333326,21.804999999999996,6.833333333333333,334.25,197.75
143,Yes,2017-05-24,4,San Diego,70.2515,53.208333333333336,2.2924999999999995,4.170416666666667,23.471666666666668,7.208333333333333,335.125,183.83333333333334,76.37524999999998,39.0,3.1487499999999997,5.586666666666669,26.57416666666667,6.354166666666667,316.0833333333333,101.875,72.49925,34.166666666666664,1.7708333333333337,4.450833333333335,23.542083333333327,5.391666666666666,333.9583333333333,223.25,71.29175,33.75,1.5274999999999999,3.5562500000000004,22.54583333333333,5.920833333333333,307.5,170.875,71.58575,37.791666666666664,1.5470833333333331,3.5012499999999993,22.93958333333333,6.925,330.9583333333333,199.70833333333334
144,Yes,2017-05-25,2,Riverside,56.79049999999998,78.66666666666667,1.93625,4.601666666666667,15.439583333333333,11.512500000000001,191.54166666666666,227.875,72.37475,35.625,1.5279166666666664,4.618750000000001,24.16749999999999,6.474999999999998,327.875,149.125,65.04200000000002,31.125,2.25375,5.2145833333333345,19.583333333333332,5.054166666666666,316.9583333333333,241.75,62.12525,48.416666666666664,0.8212499999999997,2.6262499999999998,18.4025,6.604166666666667,327.0833333333333,185.625,62.249749999999985,49.458333333333336,1.4529166666666666,3.9116666666666684,17.616249999999997,7.545833333333335,327.9166666666667,218.75
147,Yes,2017-05-28,2,Riverside,55.540249999999986,78.04166666666667,2.1433333333333335,4.060833333333336,15.94833333333333,12.070833333333333,322.5,199.20833333333334,64.45700000000001,67.75,1.3804166666666664,3.035833333333333,19.93,13.016666666666667,342.6666666666667,161.04166666666666,58.58525,51.458333333333336,1.58375,3.724166666666669,16.365416666666665,9.079166666666667,343.625,278.7916666666667,66.25025,49.791666666666664,0.3929166666666666,2.06875,19.906249999999996,8.995833333333332,327.875,181.25,56.3765,64.16666666666667,1.7508333333333332,3.539166666666666,15.254166666666668,12.191666666666663,345.4166666666667,217.5
151,Yes,2017-06-01,2,Riverside,58.41725,71.79166666666667,2.6654166666666677,5.682083333333335,16.873749999999998,12.49583333333333,321.4166666666667,248.25,60.20824999999997,79.91666666666667,1.3420833333333333,2.922916666666666,16.82875,18.037499999999998,224.58333333333334,129.54166666666666,64.0835,62.166666666666664,1.080833333333333,3.7070833333333333,18.820416666666667,10.054166666666667,176.41666666666666,209.95833333333334,58.418,77.5,0.24375000000000002,2.160833333333333,15.64875,22.545833333333334,219.5,196.70833333333334,59.627,74.04166666666667,1.0066666666666666,2.9795833333333337,16.505000000000003,13.166666666666666,224.70833333333334,228.125
153,Yes,2017-06-03,2,Riverside,66.70849999999997,46.75,2.0691666666666677,4.545000000000001,21.481249999999992,9.358333333333333,341.0416666666667,196.41666666666666,70.37525000000001,46.625,2.7954166666666667,5.548750000000002,23.00958333333334,8.691666666666666,346.625,126.375,69.95824999999999,32.541666666666664,1.472083333333333,4.693333333333336,21.78291666666667,6.4458333333333355,335.9166666666667,162.125,67.0865,40.041666666666664,0.33666666666666667,2.032083333333333,19.699166666666667,9.941666666666668,240.58333333333334,150.41666666666666,69.08075,44.041666666666664,1.3799999999999997,4.375833333333334,21.528750000000002,10.404166666666667,346.6666666666667,119.58333333333333
154,Yes,2017-06-04,2,Riverside,66.74974999999999,39.125,1.9941666666666669,4.1904166666666685,21.62041666666667,7.329166666666667,332.125,215.66666666666666,68.95700000000001,48.583333333333336,2.3849999999999993,4.601250000000001,21.01833333333333,8.58333333333333,247.125,103.04166666666667,73.20725,33.5,1.8258333333333339,4.673750000000002,24.098333333333326,5.091666666666665,336.5,206.79166666666666,66.04025,34.916666666666664,0.6170833333333334,2.6075000000000004,19.698333333333334,8.466666666666667,307.5416666666667,213.83333333333334,72.12425,38.375,1.4716666666666665,3.63125,23.495833333333326,7.5874999999999995,342.8333333333333,194.16666666666666
156,Yes,2017-06-06,1,Butte,67.0835,29.875,2.19875,4.265000000000001,21.481250000000003,5.354166666666667,357.5833333333333,182.29166666666666,71.1245,36.208333333333336,2.9629166666666666,5.961666666666667,23.124583333333337,6.554166666666666,336.2083333333333,114.0,72.79249999999998,39.25,1.620416666666667,4.078333333333336,24.375416666666663,5.9125000000000005,332.3333333333333,262.875,69.08374999999998,25.833333333333332,0.48583333333333334,2.254583333333333,20.92625,7.195833333333332,323.125,155.16666666666666,71.04275000000003,49.333333333333336,1.3237499999999995,3.0162500000000008,23.518333333333334,8.258333333333335,341.875,210.20833333333334
159,Yes,2017-06-09,0,Monterey,62.95624999999999,63.5,2.0112500000000004,4.599166666666669,19.281666666666666,7.579166666666668,203.25,238.29166666666666,52.70750000000001,92.0,1.0816666666666663,3.576250000000003,11.827916666666669,21.666666666666668,73.75,131.91666666666666,64.79075,46.75,1.8258333333333334,4.562500000000001,19.745833333333334,8.124999999999998,336.2916666666667,271.125,51.58475000000001,82.95833333333333,0.8395833333333331,3.9862500000000005,11.898333333333333,21.654166666666658,177.45833333333334,192.83333333333334,63.416000000000004,51.375,1.472083333333333,3.6879166666666663,19.19041666666666,9.183333333333335,351.9166666666667,201.375
161,Yes,2017-06-11,0,Monterey,53.54149999999998,68.70833333333333,4.376666666666666,7.710833333333333,15.069166666666662,11.245833333333332,350.5833333333333,292.5833333333333,56.33224999999999,62.958333333333336,0.9166666666666664,3.1474999999999995,15.718333333333332,11.6875,302.875,208.16666666666666,59.54299999999998,61.875,2.7929166666666667,6.276666666666667,17.616249999999994,9.608333333333333,336.0833333333333,262.8333333333333,42.666500000000006,87.70833333333333,0.16875000000000004,1.6404166666666666,6.759166666666668,20.945833333333333,137.41666666666666,181.41666666666666,56.37575000000001,80.16666666666667,1.5475,4.340416666666668,16.34333333333333,12.829166666666667,347.0833333333333,252.08333333333334
163,Yes,2017-06-13,2,Riverside,49.58075,88.125,2.905000000000001,6.11,10.879583333333334,19.091666666666665,141.75,250.66666666666666,51.54125,81.83333333333333,1.4729166666666667,3.3154166666666662,11.366666666666665,18.899999999999995,131.16666666666666,100.58333333333333,53.750750000000004,63.291666666666664,2.4224999999999994,5.660833333333333,13.936250000000001,10.5625,341.6666666666667,253.625,56.70650000000001,62.833333333333336,0.30000000000000004,1.54625,15.76291666666667,18.116666666666664,328.625,197.375,53.876,61.791666666666664,1.4158333333333335,4.134166666666668,14.212500000000004,12.683333333333337,356.7916666666667,231.79166666666666
165,Yes,2017-06-15,2,Riverside,67.2905,39.75,2.2925000000000004,4.786666666666667,21.4575,8.129166666666666,337.5,173.45833333333334,69.37475,46.083333333333336,2.6837500000000003,5.420833333333335,22.523333333333337,8.329166666666666,348.9583333333333,125.79166666666667,70.91600000000001,28.083333333333332,1.5841666666666663,3.9837500000000023,22.963333333333328,5.070833333333335,339.9166666666667,224.08333333333334,66.833,42.125,0.33625,1.9591666666666665,20.23125,8.900000000000002,318.7916666666667,158.41666666666666,69.33125000000001,31.625,1.7129166666666664,3.520416666666666,22.107083333333335,7.070833333333333,357.0416666666667,193.66666666666666
166,Yes,2017-06-16,1,Butte,68.21000000000001,47.041666666666664,2.758333333333334,4.898333333333334,22.24541666666666,7.1833333333333345,340.25,226.04166666666666,73.20799999999998,46.5,2.479583333333333,4.786666666666666,24.722083333333334,7.995833333333333,333.25,129.16666666666666,73.25000000000001,30.166666666666668,1.5283333333333333,3.9645833333333353,24.352916666666662,4.6625000000000005,339.7916666666667,267.875,70.66699999999999,52.958333333333336,0.3179166666666667,1.883333333333333,22.38416666666667,9.991666666666665,301.0833333333333,167.08333333333334,72.79250000000002,28.541666666666668,1.5841666666666665,3.744999999999999,24.142916666666668,5.666666666666667,361.1666666666667,205.625
168,Yes,2017-06-18,2,Riverside,80.33375,42.875,2.626666666666667,5.122083333333332,28.981250000000003,7.208333333333335,328.9166666666667,176.83333333333334,82.87625000000001,38.458333333333336,4.545,8.41875,30.18583333333333,7.354166666666667,338.8333333333333,115.08333333333333,75.08224999999999,29.583333333333332,1.899583333333334,4.357500000000002,25.370833333333334,4.4750000000000005,337.375,237.83333333333334,81.79325,28.916666666666668,1.5095833333333335,5.215416666666668,28.19458333333334,7.458333333333331,327.6666666666667,107.58333333333333,74.75225,30.041666666666668,1.4341666666666664,3.6333333333333324,25.508749999999996,4.949999999999998,355.25,204.83333333333334
172,Yes,2017-06-22,1,Butte,80.5835,34.333333333333336,1.91875,4.004166666666667,29.350416666666675,5.858333333333333,337.9583333333333,192.16666666666666,89.12149999999998,31.041666666666668,4.993333333333334,9.53625,32.93958333333334,6.670833333333334,336.9583333333333,100.70833333333333,80.25125,17.833333333333332,1.583333333333333,3.984166666666668,28.195000000000004,3.295833333333334,333.25,267.9166666666667,85.12625000000001,18.416666666666668,1.2866666666666664,4.731666666666667,29.837499999999995,5.679166666666667,330.9583333333333,123.70833333333333,80.91875,29.041666666666668,1.7508333333333328,3.9316666666666653,28.865833333333338,4.945833333333334,346.25,181.0
174,Yes,2017-06-24,3,Tehama,75.16625,46.75,1.7891666666666672,3.445833333333335,26.689999999999994,5.570833333333334,329.375,210.70833333333334,85.74875000000002,34.416666666666664,3.6704166666666675,6.760416666666668,31.3425,5.170833333333333,340.875,110.875,80.41699999999999,32.416666666666664,2.1045833333333337,4.507083333333335,28.44875,5.308333333333334,330.4166666666667,215.95833333333334,84.70925000000001,23.75,0.5791666666666667,2.8508333333333344,29.305416666666662,5.0,324.0833333333333,131.75,77.6255,39.541666666666664,1.3424999999999996,3.1295833333333327,27.13041666666666,6.079166666666667,329.2083333333333,182.20833333333334
175,Yes,2017-06-25,4,San Diego,70.4165,60.5,1.3600000000000003,2.850833333333334,23.865416666666665,7.216666666666669,266.25,231.41666666666666,85.62499999999999,43.083333333333336,3.1300000000000003,5.977916666666668,31.64333333333334,6.462500000000001,340.375,119.54166666666667,81.45875000000001,30.125,2.5891666666666677,5.4195833333333345,28.842916666666664,4.833333333333333,321.2083333333333,225.25,80.5415,39.75,0.5041666666666667,2.423333333333333,27.96416666666666,5.829166666666667,313.625,156.16666666666666,81.5,34.541666666666664,1.4345833333333333,3.445833333333333,29.44416666666667,5.770833333333333,343.0,207.29166666666666
176,Yes,2017-06-26,2,Riverside,67.00025000000001,63.333333333333336,1.825833333333333,3.445416666666668,22.267499999999995,8.179166666666665,340.2083333333333,203.54166666666666,80.95924999999998,44.708333333333336,1.8441666666666663,4.022916666666667,29.096666666666668,6.75,336.0833333333333,114.75,82.33174999999999,22.458333333333332,2.5333333333333337,5.495833333333334,29.02791666666666,4.045833333333333,330.125,270.7916666666667,73.87625,35.166666666666664,0.7095833333333332,3.036249999999999,24.166666666666668,6.379166666666667,329.4166666666667,165.04166666666666,83.54075000000002,26.083333333333332,1.9354166666666668,5.010416666666666,29.998750000000012,4.9624999999999995,348.125,202.95833333333334
177,Yes,2017-06-27,4,San Diego,62.45824999999999,64.5,2.142916666666667,4.115833333333335,19.744999999999997,9.745833333333334,341.6666666666667,208.83333333333334,74.249,43.041666666666664,1.8629166666666659,4.097916666666667,25.48708333333332,6.804166666666667,352.0416666666667,116.45833333333333,77.333,19.541666666666668,2.9250000000000003,6.499166666666667,26.065416666666668,3.5500000000000003,329.9166666666667,281.75,71.1665,26.958333333333332,0.56,2.2920833333333333,22.5,5.583333333333332,331.5833333333333,179.29166666666666,80.9975,18.5,1.7133333333333336,4.767500000000001,28.032083333333333,3.9166666666666674,349.25,217.33333333333334
178,Yes,2017-06-28,0,Monterey,59.33375000000001,60.958333333333336,2.0500000000000003,3.7641666666666684,17.269166666666667,9.954166666666667,309.0833333333333,171.5,73.41574999999999,43.291666666666664,2.089166666666666,4.282916666666667,25.139583333333324,6.504166666666666,351.75,117.70833333333333,74.37275000000001,14.791666666666666,2.7387499999999996,6.370416666666666,24.281249999999996,2.920833333333334,345.4583333333333,274.5416666666667,70.62499999999999,38.916666666666664,0.3741666666666667,2.219583333333334,22.546666666666663,6.045833333333333,326.2916666666667,181.41666666666666,74.2925,21.541666666666668,1.565833333333333,4.730833333333334,24.514999999999997,3.5875000000000004,365.25,178.95833333333334
179,Yes,2017-06-29,0,Monterey,66.04099999999998,47.875,2.049166666666667,3.817500000000001,21.203333333333337,9.058333333333332,347.7916666666667,206.91666666666666,74.83324999999999,45.333333333333336,2.1804166666666664,4.340000000000002,25.880000000000006,6.895833333333333,346.125,106.29166666666667,70.37524999999998,23.291666666666668,2.53375,5.457083333333334,22.869583333333335,3.191666666666667,347.125,255.5,73.20875000000001,38.958333333333336,0.3745833333333333,1.9391666666666667,23.658333333333335,6.445833333333334,327.4166666666667,162.95833333333334,67.70974999999999,28.625,1.3983333333333332,3.9100000000000015,20.994999999999997,3.820833333333333,367.625,193.5
